"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","window_resolution","window_width","window_height","success","response","stimulus","probe","probe1","complexity"
"","6627.599999904633","html-slider-response","14","295856","0.0-2.0-0.12","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;We have read your plan. The same is satisfactory.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;We have read your proposal and it is satisfactory.</i></b></div><br>","Original: &nbsp;&nbsp;We have read your plan. The same is satisfactory.","Suggested: &nbsp;&nbsp;We have read your proposal and it is satisfactory.","High"
"","8235.799999713898","html-slider-response","15","304094","0.0-2.0-0.13","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Elissa is very sick and will taken her to hospital before getting worse.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Elissa is very sick, and we will be taking her to the hospital before she gets worse.</i></b></div><br>","Original: &nbsp;&nbsp;Elissa is very sick and will taken her to hospital before getting worse.","Suggested: &nbsp;&nbsp;Elissa is very sick, and we will be taking her to the hospital before she gets worse.","Medium"
"","43638.800000190735","html-slider-response","16","347737","0.0-2.0-0.14","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;The team captain jumped in joy and fans cheered since we won the state championship. </div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;The team captain jumped for joy and the fans cheered because we won the state championship. </i></b></div><br>","Original: &nbsp;&nbsp;The team captain jumped in joy and fans cheered since we won the state championship. ","Suggested: &nbsp;&nbsp;The team captain jumped for joy and the fans cheered because we won the state championship. ","Low"
"","5846.900000095367","html-slider-response","17","353590","0.0-2.0-0.15","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;They confisticated my licence.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;They confiscated my license.</i></b></div><br>","Original: &nbsp;&nbsp;They confisticated my licence.","Suggested: &nbsp;&nbsp;They confiscated my license.","Low"
"","17756.599999904633","html-slider-response","18","371350","0.0-2.0-0.16","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","1","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;When a distinguished but elder scientist say something is possible, he most probably right.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;When a distinguished but elderly scientist states that something is possible he is most probably right.</i></b></div><br>","Original: &nbsp;&nbsp;When a distinguished but elder scientist say something is possible, he most probably right.","Suggested: &nbsp;&nbsp;When a distinguished but elderly scientist states that something is possible he is most probably right.","Medium"
"","24180.900000095367","html-slider-response","19","395533","0.0-2.0-0.17","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I’ve nixed the flirty fun–and sheer parts–in my wardrobe and instead opted for pinstripes and collars.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I’ve nixed the flirty fun–and sheer parts–of my wardrobe and have instead opted for pinstripes and collars.</i></b></div><br>","Original: &nbsp;&nbsp;I’ve nixed the flirty fun–and sheer parts–in my wardrobe and instead opted for pinstripes and collars.","Suggested: &nbsp;&nbsp;I’ve nixed the flirty fun–and sheer parts–of my wardrobe and have instead opted for pinstripes and collars.","Medium"
"","15715.89999961853","html-slider-response","20","411251","0.0-2.0-0.18","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;But a growing number of independent authors is building their names and making great incomes from bypassing the old publishing system.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;But a growing number of independent authors are building their reputations and making good money by evading the old publishing system.</i></b></div><br>","Original: &nbsp;&nbsp;But a growing number of independent authors is building their names and making great incomes from bypassing the old publishing system.","Suggested: &nbsp;&nbsp;But a growing number of independent authors are building their reputations and making good money by evading the old publishing system.","High"
"","8927.099999904633","html-slider-response","21","420184","0.0-2.0-0.19","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;An evaluation of the program by us will allow greater efficiency in service to clients.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;We will evaluate the program so that we can serve clients better.</i></b></div><br>","Original: &nbsp;&nbsp;An evaluation of the program by us will allow greater efficiency in service to clients.","Suggested: &nbsp;&nbsp;We will evaluate the program so that we can serve clients better.","High"
"","17565","html-slider-response","22","437751","0.0-2.0-0.20","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;First, the cybernetics technology and electronic reproduction created new forms in powerful pictoral simulation and illusionism.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;First, cybernetics technology and electronic reproduction created new forms of powerful pictorial simulation and illusionism.</i></b></div><br>","Original: &nbsp;&nbsp;First, the cybernetics technology and electronic reproduction created new forms in powerful pictoral simulation and illusionism.","Suggested: &nbsp;&nbsp;First, cybernetics technology and electronic reproduction created new forms of powerful pictorial simulation and illusionism.","Medium"
"","26314.400000095367","html-slider-response","23","464067","0.0-2.0-0.21","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Beginning next fall, students in the city's public schools will have to leave their cigarettes and other tobaco products at home.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Beginning next fall, students in the city's public schools will have to leave their cigarettes and other tobacco products at home.</i></b></div><br>","Original: &nbsp;&nbsp;Beginning next fall, students in the city's public schools will have to leave their cigarettes and other tobaco products at home.","Suggested: &nbsp;&nbsp;Beginning next fall, students in the city's public schools will have to leave their cigarettes and other tobacco products at home.","Low"
"","9243.700000286102","html-slider-response","24","473313","0.0-2.0-0.22","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;When the girls on the team got to the hotel, they dropped off her luggage.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;When the girls on the team got to the hotel, they dropped off their luggage.</i></b></div><br>","Original: &nbsp;&nbsp;When the girls on the team got to the hotel, they dropped off her luggage.","Suggested: &nbsp;&nbsp;When the girls on the team got to the hotel, they dropped off their luggage.","Low"
"","17974.900000095367","html-slider-response","25","491294","0.0-2.0-0.23","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Several twin studies have shown that exercise behavior is influenced by genetic factors.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Several twin studies have shown that genetic factors influence exercise behavior.</i></b></div><br>","Original: &nbsp;&nbsp;Several twin studies have shown that exercise behavior is influenced by genetic factors.","Suggested: &nbsp;&nbsp;Several twin studies have shown that genetic factors influence exercise behavior.","Medium"
"","7260.300000190735","html-slider-response","26","498557","0.0-2.0-0.24","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;They see Chen is caught by a cop in the park last night.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;They saw that Chen was caught by a cop in the park last night.</i></b></div><br>","Original: &nbsp;&nbsp;They see Chen is caught by a cop in the park last night.","Suggested: &nbsp;&nbsp;They saw that Chen was caught by a cop in the park last night.","Medium"
"","5512.299999713898","html-slider-response","27","504073","0.0-2.0-0.25","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I stayed at Greece throughout a week</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I stayed in Greece for a week</i></b></div><br>","Original: &nbsp;&nbsp;I stayed at Greece throughout a week","Suggested: &nbsp;&nbsp;I stayed in Greece for a week","Low"
"","18205.599999904633","html-slider-response","28","522281","0.0-2.0-0.26","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;While in section 7, we emphasis on utilizing cloud computing servicing in combating COVID-19</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;While in section 7, we emphasize on utilizing cloud computing servicing in combating COVID-19.</i></b></div><br>","Original: &nbsp;&nbsp;While in section 7, we emphasis on utilizing cloud computing servicing in combating COVID-19","Suggested: &nbsp;&nbsp;While in section 7, we emphasize on utilizing cloud computing servicing in combating COVID-19.","Low"
"","10680.5","html-slider-response","29","532964","0.0-2.0-0.27","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I wanna have a cup of coffee.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I want to have a cup of coffee.</i></b></div><br>","Original: &nbsp;&nbsp;I wanna have a cup of coffee.","Suggested: &nbsp;&nbsp;I want to have a cup of coffee.","Low"
"","50191.09999990463","html-slider-response","30","583161","0.0-2.0-0.28","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","1","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;In the model, afterslip is attributing to the interaction of a velocity weakening region at depth (within which earthquakes nucleate) with an upper region on velocity-strengthening-frictional behavior.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;In the model, afterslip is attributed to the interaction of a velocity-weakening region at depth (within which earthquakes nucleate) with an upper region of velocity-strengthening frictional behaviour.</i></b></div><br>","Original: &nbsp;&nbsp;In the model, afterslip is attributing to the interaction of a velocity weakening region at depth (within which earthquakes nucleate) with an upper region on velocity-strengthening-frictional behavior.","Suggested: &nbsp;&nbsp;In the model, afterslip is attributed to the interaction of a velocity-weakening region at depth (within which earthquakes nucleate) with an upper region of velocity-strengthening frictional behaviour.","Medium"
"","47011.199999809265","html-slider-response","31","630179","0.0-2.0-0.29","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Sprott is the ultimate silver bull, it's his entire portfolio and he sells silver by a living.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Sprott is the ultimate silver bull, it's his entire portfolio and he sells silver for a living.</i></b></div><br>","Original: &nbsp;&nbsp;Sprott is the ultimate silver bull, it's his entire portfolio and he sells silver by a living.","Suggested: &nbsp;&nbsp;Sprott is the ultimate silver bull, it's his entire portfolio and he sells silver for a living.","Low"
"","67125.40000009537","html-slider-response","32","697308","0.0-2.0-0.30","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;We cleaned all the kitchen while our parents were out to dinner.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;We cleaned the entire kitchen while our parents were out to dinner.</i></b></div><br>","Original: &nbsp;&nbsp;We cleaned all the kitchen while our parents were out to dinner.","Suggested: &nbsp;&nbsp;We cleaned the entire kitchen while our parents were out to dinner.","Low"
"","30355.300000190735","html-slider-response","33","727665","0.0-2.0-0.31","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;How did they get to know how to be able use this equipment?</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;How were they able to use this equipment?</i></b></div><br>","Original: &nbsp;&nbsp;How did they get to know how to be able use this equipment?","Suggested: &nbsp;&nbsp;How were they able to use this equipment?","High"
"","16091.799999713898","html-slider-response","34","743759","0.0-2.0-0.32","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Carcinosarcoma by the esophagus has known to producing metastatic osteosarcoma in lung, kidney and iliac bone.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Carcinosarcoma of the oesophagus is known to produce metastatic osteosarcoma in the lungs, kidneys and ilium.</i></b></div><br>","Original: &nbsp;&nbsp;Carcinosarcoma by the esophagus has known to producing metastatic osteosarcoma in lung, kidney and iliac bone.","Suggested: &nbsp;&nbsp;Carcinosarcoma of the oesophagus is known to produce metastatic osteosarcoma in the lungs, kidneys and ilium.","High"
"","12734.599999904633","html-slider-response","35","756497","0.0-2.0-0.33","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;The Cobbler introduced this theory, although there is still remain some doubt regarding the authenticity of its origin.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;The Cobbler introduced this theory, but the authenticity of its origin is still doubtful.</i></b></div><br>","Original: &nbsp;&nbsp;The Cobbler introduced this theory, although there is still remain some doubt regarding the authenticity of its origin.","Suggested: &nbsp;&nbsp;The Cobbler introduced this theory, but the authenticity of its origin is still doubtful.","High"
"","7548.099999904633","html-slider-response","36","764048","0.0-2.0-0.34","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I walk to the store and I bought milk.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I walk to the store and I buy milk.</i></b></div><br>","Original: &nbsp;&nbsp;I walk to the store and I bought milk.","Suggested: &nbsp;&nbsp;I walk to the store and I buy milk.","Low"
"","4678.400000095367","html-slider-response","37","768729","0.0-2.0-0.35","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I had got a bit chubby face when young, but I don't have anymore.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I used to have a chubby face when I was a kid.</i></b></div><br>","Original: &nbsp;&nbsp;I had got a bit chubby face when young, but I don't have anymore.","Suggested: &nbsp;&nbsp;I used to have a chubby face when I was a kid.","High"
"","13911.900000095367","html-slider-response","38","782643","0.0-2.0-0.36","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Sometimes people try a lot to achieve their aims, but after many hardworking still they cannot get their goals.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Sometimes people work hard to achieve their goals, but after much hardwork, they still cannot achieve them.</i></b></div><br>","Original: &nbsp;&nbsp;Sometimes people try a lot to achieve their aims, but after many hardworking still they cannot get their goals.","Suggested: &nbsp;&nbsp;Sometimes people work hard to achieve their goals, but after much hardwork, they still cannot achieve them.","High"
"","29994","html-slider-response","39","812641","0.0-2.0-0.37","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Though Mitchell prefers romantic films, he rented latest spy thriller, and enjoyed it lot.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Though Mitchell prefers watching romantic films, he rented the latest spy thriller, and he enjoyed it very much.</i></b></div><br>","Original: &nbsp;&nbsp;Though Mitchell prefers romantic films, he rented latest spy thriller, and enjoyed it lot.","Suggested: &nbsp;&nbsp;Though Mitchell prefers watching romantic films, he rented the latest spy thriller, and he enjoyed it very much.","Medium"
"","29126.099999904633","html-slider-response","40","841770","0.0-2.0-0.38","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;The news article has taken part making it clear that the company cheated its client to the tune of $8 million. </div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;The news article has made it clear that the company cheated its clients to the tune of $8 million.</i></b></div><br>","Original: &nbsp;&nbsp;The news article has taken part making it clear that the company cheated its client to the tune of $8 million. ","Suggested: &nbsp;&nbsp;The news article has made it clear that the company cheated its clients to the tune of $8 million.","High"
"","11077.799999713898","html-slider-response","41","852851","0.0-2.0-0.39","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I thinking of moving soon.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I am thinking of moving soon.</i></b></div><br>","Original: &nbsp;&nbsp;I thinking of moving soon.","Suggested: &nbsp;&nbsp;I am thinking of moving soon.","Low"
